Metric,Turbofan,Open Fan,Difference,Percent Difference (%),Interpretation
total_fuel_burn_kg,10754.605514394716,11301.638255406986,547.03274101227,5.086497503605159,Open Fan +5.1% vs Turbofan
total_distance_km,2692.6976152540337,2690.894190718821,-1.8034245352127982,-0.06697464004114179,Open Fan -0.1% vs Turbofan
total_time_hours,3.5330646053115426,3.5258168197733064,-0.00724778553823624,-0.20514160786474314,Open Fan -0.2% vs Turbofan
fuel_efficiency_kg_per_km,3.9939893189158218,4.199956391591885,0.20596707267606362,5.156925976256089,Open Fan +5.2% vs Turbofan
